subject	grade_level	year	First Time Or Re-Test	score	score_level	multiple_choice	constructed_response	gender	ethnicity	iep	poverty	underperforming_subgroup	recently enrolled	enrolled_year_ago	type	teacher_number
1	5	2015	1	1483	2	21	6	2	5	1	1	1	1	1	1	2
1	6	2014	1	1496	2	22	9	2	5	1	1	1	1	2	4	53
1	6	2015	1	1528	3	27	12	2	5	1	2	2	1	2	1	1
1	6	2015	1	1558	4	32	14	1	5	1	1	1	1	2	1	1
1	6	2014	1	1565	4	30	17	1	9	1	1	1	1	1	3	19
1	6	2015	1	1638	4	34	22	1	9	1	1	1	1	1	1	2
1	7	2014	1	1402	1	10	1	1	5	1	1	1	2	1	4	52
1	7	2013	1	1418	1	10	2	2	5	1	2	2	1	1	3	19
1	7	2015	1	1444	2	15	3	2	5	1	1	1	1	1	4	56
1	7	2015	1	1449	2	17	2	2	5	1	1	1	1	2	1	1
1	7	2014	1	1450	2	16	4	2	5	1	1	1	1	1	4	50
1	7	2013	1	1458	2	13	7	2	5	1	2	2	1	1	3	19
1	7	2016	1	1464	2	17	6	1	4	1	2	2	1	1	4	57
1	7	2013	1	1470	2	19	4	1	5	1	2	2	1	1	3	19
1	7	2016	1	1472	2	20	5	1	5	1	1	1	1	1	1	15
1	7	2014	1	1472	2	18	7	2	5	1	1	1	2	1	3	19
1	7	2014	1	1472	2	22	3	2	5	1	2	2	1	1	4	53
1	7	2013	1	1474	2	14	10	2	5	1	1	1	1	2	4	40
1	7	2015	1	1475	2	20	5	1	5	1	1	1	1	1	1	1
1	7	2015	1	1475	2	21	4	1	6	1	1	1	1	1	1	1
1	7	2013	1	1481	2	17	9	2	5	1	1	1	1	2	4	40
1	7	2015	1	1483	2	19	8	1	5	1	1	1	1	1	4	61
1	7	2016	1	1484	2	21	7	2	6	1	1	1	1	1	1	3
1	7	2014	1	1484	2	19	9	1	5	1	1	1	1	1	3	19
1	7	2014	1	1488	2	21	8	1	5	1	1	1	1	2	3	19
1	7	2014	1	1488	2	20	9	1	5	1	1	1	1	1	4	51
1	7	2013	1	1489	2	20	8	2	5	1	2	2	1	2	3	19
1	7	2013	1	1489	2	21	7	1	5	2	2	2	1	1	4	38
1	7	2015	1	1491	2	22	7	1	5	1	2	2	1	1	1	1
1	7	2014	1	1492	2	22	8	1	5	1	1	1	1	1	4	39
1	7	2014	1	1496	2	22	9	2	5	1	1	1	1	1	3	19
1	7	2013	1	1496	2	22	8	2	5	1	1	1	1	1	4	39
1	7	2014	1	1496	2	24	7	2	5	1	2	2	1	2	4	50
1	7	2014	1	1496	2	23	8	2	3	1	2	2	1	2	4	53
1	7	2015	1	1498	2	26	5	1	5	1	1	1	1	1	4	58
1	7	2015	1	1502	3	22	10	1	5	1	1	1	1	1	4	62
1	7	2016	1	1503	3	23	10	1	5	1	1	1	1	1	4	57
1	7	2015	1	1506	3	27	6	1	5	1	2	2	1	1	1	1
1	7	2016	1	1506	3	25	9	2	5	1	1	1	2	1	1	15
1	7	2016	1	1506	3	26	8	1	5	1	1	1	1	1	4	57
1	7	2013	1	1507	3	22	11	1	5	1	1	1	1	1	3	19
1	7	2013	1	1507	3	23	10	1	5	1	1	1	1	1	3	19
1	7	2015	1	1513	3	25	10	1	5	1	1	1	1	1	1	3
1	7	2015	1	1513	3	24	11	1	5	1	2	2	1	2	4	56
1	7	2016	1	1514	3	22	14	2	5	1	1	1	1	1	4	62
1	7	2013	1	1517	3	28	8	2	5	1	1	1	1	1	3	19
1	7	2013	1	1517	3	22	14	2	5	1	1	1	1	1	4	39
1	7	2015	1	1517	3	24	12	2	5	1	1	1	1	1	4	60
2	7	2016	1	1518	3	33	9	2	5	1	1	1	1	1	1	17
1	7	2015	2	1520	3	29	8	2	5	1	1	1	1	1	2	26
1	7	2013	1	1524	3	26	12	1	5	1	2	2	1	1	4	38
1	7	2014	1	1524	3	26	12	1	5	1	1	1	1	1	4	50
1	7	2016	1	1526	3	27	12	1	5	1	1	1	1	2	4	57
1	7	2015	1	1528	3	25	14	1	5	1	1	1	2	1	1	3
1	7	2015	1	1528	3	30	9	1	5	2	1	2	1	1	4	62
1	7	2016	1	1530	3	29	11	1	5	1	1	1	1	1	1	15
1	7	2015	1	1532	3	28	12	2	5	1	1	1	1	1	1	3
1	7	2014	1	1533	3	30	10	1	5	1	1	1	1	1	4	53
1	7	2015	1	1536	3	30	11	1	5	1	1	1	1	2	1	1
1	7	2016	1	1543	3	29	14	1	5	1	2	2	1	1	4	58
1	7	2014	1	1546	4	25	18	2	5	2	1	2	1	1	3	19
2	7	2014	1	1557	4	41	11	1	5	1	1	1	1	1	4	42
1	7	2016	1	1558	4	29	17	1	5	1	2	2	1	1	1	1
1	7	2016	1	1558	4	28	18	1	5	1	1	1	1	2	4	57
1	7	2014	1	1560	4	31	15	2	5	1	1	1	2	1	3	19
1	7	2014	1	1565	4	29	18	2	5	1	1	1	2	1	3	19
1	7	2014	1	1570	4	33	15	1	5	1	1	1	2	1	3	19
1	7	2014	1	1570	4	30	18	1	5	1	1	1	1	2	4	52
1	7	2016	1	1575	4	30	19	2	5	1	2	2	1	1	1	3
2	7	2016	1	1577	4	41	15	2	5	1	1	1	1	1	1	17
1	7	2016	1	1581	4	31	19	2	5	1	1	1	1	1	1	15
1	7	2016	1	1581	4	32	18	2	5	1	1	1	1	2	4	60
1	7	2014	1	1603	4	34	19	2	5	1	1	1	1	1	3	19
1	7	2016	1	1605	4	32	21	2	4	1	1	1	1	1	4	57
1	7	2013	1	1625	4	34	22	1	5	1	1	1	1	2	4	37
1	7	2016	1	1626	4	35	20	1	5	1	1	1	1	1	1	1
2	7	2016	1	1664	4	47	17	1	5	1	1	1	1	1	1	5
1	8	2015	1	1365	1	6	0	2	5	1	1	1	1	1	4	59
1	8	2013	1	1373	1	6	0	1	5	1	2	2	1	1	3	19
1	8	2016	1	1376	1	7	0	2	5	1	1	1	2	1	4	61
1	8	2016	1	1376	1	6	1	2	5	1	1	1	1	1	4	61
1	8	2014	1	1388	1	6	3	1	5	1	1	1	1	2	4	52
1	8	2015	1	1391	1	8	1	2	5	1	1	1	2	1	1	1
1	8	2015	1	1391	1	7	2	1	5	1	2	2	1	2	1	3
1	8	2016	1	1392	1	8	1	2	5	1	1	1	1	1	4	57
1	8	2014	1	1395	1	9	1	2	5	1	1	1	1	1	4	50
1	8	2014	1	1395	1	9	1	1	5	2	2	2	1	2	4	52
1	8	2015	1	1398	1	10	0	1	5	1	2	2	1	2	1	1
1	8	2015	1	1398	1	10	0	1	3	1	1	1	1	1	4	56
1	8	2015	1	1398	1	9	1	1	3	1	1	1	1	1	4	61
1	8	2016	1	1399	1	9	1	2	5	1	1	1	1	1	4	61
1	8	2014	1	1402	1	10	1	2	5	1	1	1	1	1	4	53
1	8	2015	1	1405	1	11	0	1	5	1	1	1	1	1	4	58
1	8	2013	1	1406	1	8	2	1	3	1	1	1	1	1	4	39
1	8	2016	1	1406	1	10	1	2	5	1	1	1	1	1	4	57
1	8	2016	1	1406	1	9	2	2	6	1	2	2	1	1	4	57
1	8	2014	1	1408	1	9	3	1	5	1	1	1	1	1	4	39
1	8	2014	1	1408	1	10	2	2	5	1	1	1	1	1	4	51
1	8	2015	1	1412	1	12	0	1	5	1	1	1	1	1	1	1
1	8	2015	1	1412	1	12	0	1	5	1	1	1	1	1	1	3
1	8	2013	1	1412	1	7	4	1	5	1	1	1	2	1	4	38
1	8	2013	1	1412	1	8	3	2	5	1	1	1	1	1	4	38
1	8	2016	1	1412	1	11	1	2	5	1	1	1	1	1	4	57
1	8	2016	1	1412	1	11	1	2	5	1	1	1	1	1	4	57
1	8	2015	1	1412	1	12	0	2	5	1	1	1	1	1	4	61
1	8	2014	1	1414	1	10	3	2	5	1	2	2	1	2	3	19
1	8	2016	1	1417	1	11	2	2	5	1	1	1	2	1	1	1
1	8	2016	1	1417	1	13	0	1	5	1	1	1	2	1	1	3
1	8	2015	1	1417	1	9	4	2	3	1	1	1	1	1	4	56
1	8	2015	1	1417	1	11	2	2	4	1	1	1	1	1	4	58
1	8	2016	1	1417	1	10	3	1	5	1	1	1	1	1	4	62
1	8	2014	1	1419	1	11	3	2	6	1	1	1	2	1	3	19
1	8	2014	1	1419	1	12	2	2	5	1	1	1	2	1	3	19
1	8	2014	1	1419	1	10	4	2	3	1	2	2	1	2	3	19
1	8	2014	1	1419	1	10	4	1	5	1	1	1	1	2	4	52
1	8	2016	1	1423	1	11	3	1	6	1	2	2	2	1	1	1
1	8	2015	1	1423	1	13	1	2	5	1	1	1	1	2	1	3
1	8	2015	1	1423	1	11	3	2	5	1	2	2	1	2	1	3
1	8	2016	1	1423	1	12	2	1	5	1	1	1	1	2	1	15
1	8	2016	1	1423	1	9	5	1	5	1	1	1	1	1	4	57
1	8	2016	1	1423	1	11	3	2	5	1	1	1	2	1	4	62
1	8	2013	1	1424	1	9	4	1	5	1	1	1	1	2	4	39
1	8	2014	1	1425	1	14	1	2	5	1	1	1	2	1	3	19
1	8	2016	1	1428	1	12	3	2	5	1	2	2	1	2	1	3
1	8	2016	1	1428	1	12	3	1	5	1	1	1	2	1	4	61
1	8	2016	1	1428	1	11	4	1	3	1	1	1	1	2	4	62
1	8	2015	1	1429	1	12	3	1	5	1	1	1	1	1	1	3
1	8	2013	1	1429	1	14	0	1	5	2	1	2	2	1	4	37
1	8	2013	1	1429	1	12	2	2	5	1	2	2	1	2	4	39
1	8	2013	1	1429	1	6	8	2	3	1	1	1	1	2	4	39
1	8	2013	1	1429	1	12	2	1	6	1	2	2	1	2	4	40
1	8	2013	1	1429	1	10	4	2	5	1	1	1	1	1	4	40
1	8	2015	1	1429	1	12	3	1	5	1	1	1	1	1	4	56
1	8	2015	1	1429	1	12	3	2	5	1	1	1	1	1	4	61
1	8	2014	1	1430	1	14	2	2	5	1	1	1	1	1	3	19
2	8	2014	1	1430	1	10	7	2	5	1	1	1	1	1	4	43
1	8	2014	1	1430	1	12	4	2	5	1	1	1	1	1	4	50
1	8	2014	1	1430	1	13	3	2	5	1	1	1	1	1	4	51
1	8	2016	1	1433	1	13	3	2	5	2	2	2	1	2	1	1
1	8	2016	1	1433	1	12	4	2	5	1	2	2	1	2	1	1
1	8	2016	1	1433	1	12	4	2	5	1	1	1	1	1	1	1
1	8	2016	1	1433	1	12	4	2	5	1	1	1	1	2	1	2
1	8	2016	1	1433	1	11	5	1	5	1	1	1	1	1	1	15
1	8	2016	1	1433	1	13	3	2	5	1	1	1	2	1	1	15
1	8	2016	1	1433	1	12	4	1	5	1	1	1	1	1	4	57
1	8	2016	1	1433	1	11	5	1	5	1	1	1	1	1	4	62
1	8	2015	1	1434	1	14	2	1	5	1	2	2	1	2	4	56
1	8	2013	1	1435	1	11	4	1	5	1	1	1	1	2	4	39
1	8	2013	1	1435	1	11	4	2	3	1	1	1	2	1	4	40
1	8	2014	1	1435	1	13	4	2	5	1	2	2	1	2	4	50
2	8	2013	1	1436	1	17	1	1	5	1	2	2	1	1	4	42
1	8	2016	1	1438	1	12	5	2	5	1	1	1	2	1	1	15
1	8	2016	1	1438	1	12	5	2	5	1	1	1	2	1	4	57
1	8	2016	1	1438	1	16	1	2	5	1	2	2	1	2	4	61
1	8	2015	1	1439	2	16	1	2	5	1	1	1	1	2	1	1
1	8	2015	1	1439	2	14	3	1	5	1	1	1	1	1	1	3
1	8	2013	1	1439	2	13	3	1	5	1	1	1	1	1	3	19
1	8	2013	1	1439	2	11	5	1	5	1	1	1	1	2	3	19
1	8	2013	1	1439	2	11	5	2	5	1	1	1	1	1	4	38
1	8	2013	1	1439	2	11	5	2	6	1	2	2	1	2	4	38
1	8	2013	1	1439	2	14	2	1	3	1	1	1	1	1	4	39
1	8	2015	1	1439	2	12	5	2	5	1	1	1	1	2	4	56
1	8	2015	1	1439	2	15	2	2	5	1	1	1	1	1	4	56
1	8	2015	1	1439	2	13	4	1	5	2	1	2	1	1	4	60
1	8	2015	1	1439	2	13	4	2	5	1	2	2	1	1	4	61
1	8	2015	1	1439	2	17	0	2	5	1	1	1	1	1	4	61
1	8	2015	2	1439	2	12	5	1	5	1	2	2	1	2	4	62
1	8	2014	1	1440	2	16	2	2	5	1	1	1	1	1	3	19
1	8	2014	1	1440	2	14	4	1	5	1	1	1	1	1	3	19
1	8	2014	1	1440	2	15	3	2	3	1	1	1	1	2	4	39
1	8	2014	1	1440	2	14	4	2	6	1	1	1	1	1	4	52
2	8	2015	1	1442	1	17	2	2	5	1	1	1	1	1	1	7
1	8	2016	1	1443	2	14	4	2	5	1	1	1	2	1	1	3
1	8	2016	1	1443	2	15	3	1	5	1	1	1	1	1	4	57
1	8	2016	1	1443	2	16	2	1	5	1	2	2	1	2	4	58
1	8	2016	1	1443	2	15	3	1	5	1	1	1	2	1	4	58
1	8	2016	1	1443	2	17	1	1	5	1	1	1	1	1	4	61
1	8	2016	1	1443	2	15	3	2	5	1	1	1	1	1	4	62
1	8	2015	1	1444	2	14	4	2	5	1	1	1	2	1	1	3
1	8	2013	1	1444	2	13	4	2	5	1	1	1	1	1	3	19
1	8	2013	1	1444	2	10	7	2	5	1	1	1	1	2	3	19
1	8	2015	1	1444	2	15	3	2	5	1	1	1	1	1	4	56
1	8	2015	1	1444	2	17	1	2	5	1	1	1	1	1	4	56
1	8	2015	1	1444	2	17	1	2	5	1	1	1	1	2	4	58
1	8	2015	1	1444	2	17	1	1	5	1	1	1	1	1	4	60
1	8	2015	1	1444	2	16	2	1	5	1	1	1	1	1	4	61
1	8	2014	1	1445	2	15	4	1	5	1	1	1	2	1	3	19
1	8	2014	1	1445	2	16	3	1	5	1	1	1	1	1	4	39
1	8	2014	2	1445	2	15	4	2	5	1	1	1	1	2	4	50
1	8	2014	1	1445	2	16	3	2	5	1	2	2	1	2	4	53
1	8	2016	1	1447	2	13	6	2	5	1	1	1	2	1	4	60
1	8	2016	1	1447	2	16	3	2	5	1	1	1	1	1	4	61
1	8	2015	1	1449	2	15	4	2	5	1	1	1	2	1	1	3
1	8	2015	1	1449	2	17	2	2	5	1	1	1	2	1	1	3
1	8	2015	1	1449	2	15	4	2	6	1	1	1	1	1	1	3
1	8	2013	1	1449	2	13	5	2	5	1	1	1	1	2	3	19
1	8	2015	2	1449	2	16	3	1	5	2	1	2	2	1	2	24
1	8	2013	1	1449	2	14	4	2	5	1	1	1	1	1	4	37
1	8	2013	1	1449	2	15	3	2	5	1	1	1	1	1	4	38
1	8	2015	1	1449	2	16	3	1	5	1	1	1	1	2	4	56
1	8	2015	1	1449	2	13	6	1	5	1	1	1	1	1	4	56
1	8	2015	1	1449	2	17	2	1	5	1	1	1	1	1	4	58
1	8	2014	1	1450	2	17	3	2	5	1	1	1	2	1	3	19
1	8	2014	1	1450	2	16	4	2	5	1	2	2	1	2	4	39
1	8	2014	1	1450	2	16	4	2	5	1	1	1	1	2	4	39
1	8	2014	1	1450	2	19	1	2	5	1	1	1	1	1	4	39
1	8	2014	1	1450	2	16	4	2	5	1	1	1	1	1	4	52
1	8	2014	1	1450	2	17	3	2	5	1	2	2	2	1	4	53
1	8	2016	1	1452	2	15	5	2	5	1	1	1	2	1	1	15
1	8	2016	1	1452	2	15	5	2	5	1	1	1	2	1	1	15
1	8	2016	1	1452	2	15	5	2	5	1	1	1	1	1	4	57
1	8	2016	1	1452	2	15	5	2	5	1	1	1	1	1	4	57
1	8	2016	1	1452	2	17	3	2	5	1	1	1	1	1	4	60
1	8	2016	1	1452	2	16	4	2	3	1	1	1	1	1	4	61
1	8	2016	1	1452	2	13	7	2	5	1	2	2	1	2	4	62
1	8	2015	1	1453	2	17	3	2	4	1	1	1	2	1	1	3
1	8	2013	1	1453	2	11	8	1	5	1	2	2	1	2	4	37
1	8	2013	1	1453	2	14	5	2	3	1	1	1	1	1	4	39
1	8	2015	1	1453	2	15	5	2	5	1	1	1	2	1	4	57
1	8	2015	2	1453	2	17	3	2	5	1	2	2	1	2	4	59
1	8	2015	1	1453	2	15	5	2	4	1	1	1	2	1	4	59
1	8	2015	1	1453	2	16	4	1	5	1	1	1	1	2	4	60
1	8	2015	1	1453	2	17	3	1	5	1	1	1	2	1	4	61
1	8	2015	1	1453	2	18	2	1	5	1	1	1	1	1	4	62
1	8	2014	1	1454	2	16	5	2	5	1	1	1	2	1	3	19
1	8	2014	1	1454	2	12	9	2	5	1	1	1	1	1	4	39
1	8	2014	1	1454	2	12	9	2	5	1	1	1	2	1	4	39
2	8	2014	1	1454	1	22	1	1	5	1	1	1	1	1	4	42
1	8	2014	1	1454	2	16	5	2	3	1	1	1	1	1	4	50
1	8	2014	1	1454	2	14	7	2	5	1	1	1	1	1	4	53
1	8	2016	1	1456	2	18	3	2	5	1	2	2	1	2	1	3
1	8	2016	1	1456	2	17	4	1	5	1	1	1	1	1	1	15
1	8	2016	1	1456	2	16	5	2	5	1	1	1	1	1	4	57
1	8	2016	1	1456	2	16	5	2	5	1	1	1	1	1	4	57
1	8	2016	1	1456	2	15	6	2	6	1	2	2	1	2	4	58
1	8	2013	1	1458	2	13	7	2	5	1	1	1	1	2	4	37
1	8	2013	1	1458	2	16	4	2	5	1	1	1	1	1	4	38
1	8	2013	1	1458	2	15	5	2	5	1	1	1	1	1	4	39
1	8	2013	1	1458	2	16	4	1	5	1	2	2	1	1	4	39
1	8	2013	1	1458	2	13	7	2	5	1	2	2	1	1	4	39
1	8	2015	1	1458	2	17	4	1	5	1	2	2	1	1	4	59
1	8	2015	1	1458	2	18	3	1	4	1	1	1	1	1	4	60
1	8	2014	1	1459	2	17	5	1	5	1	2	2	1	2	3	19
1	8	2014	1	1459	2	17	5	1	5	1	2	2	1	2	3	19
1	8	2014	1	1459	2	16	6	2	4	1	1	1	1	1	4	51
1	8	2016	1	1460	2	17	5	1	5	1	1	1	1	2	1	1
1	8	2016	1	1460	2	17	5	2	5	1	1	1	1	1	1	15
1	8	2016	2	1460	2	15	7	2	5	1	1	1	1	1	4	61
1	8	2015	1	1462	2	19	3	2	5	1	1	1	1	2	1	1
1	8	2015	1	1462	2	19	3	1	5	1	1	1	1	1	1	1
1	8	2013	1	1462	2	16	5	1	3	1	1	1	1	1	3	19
1	8	2013	1	1462	2	20	1	1	5	1	1	1	1	2	4	38
1	8	2015	1	1462	2	18	4	2	5	1	1	1	1	1	4	58
1	8	2015	1	1462	2	18	4	1	5	1	1	1	1	1	4	60
1	8	2015	1	1462	2	17	5	2	5	1	2	2	1	1	4	61
1	8	2015	1	1462	2	21	1	2	5	1	1	1	1	1	4	61
1	8	2014	1	1463	2	17	6	2	5	1	1	1	2	1	4	52
1	8	2016	1	1464	2	19	4	1	5	1	1	1	2	1	1	2
1	8	2016	1	1464	2	17	6	2	5	1	1	1	2	1	1	3
1	8	2016	1	1464	2	18	5	2	5	1	1	1	1	1	1	15
1	8	2016	1	1464	2	14	9	2	5	1	1	1	1	1	4	57
1	8	2016	1	1464	2	17	6	2	5	1	1	1	1	1	4	57
1	8	2016	1	1464	2	16	7	1	5	2	1	2	1	1	4	57
1	8	2016	1	1464	2	15	8	1	5	1	1	1	1	1	4	62
1	8	2016	1	1464	2	19	4	1	9	1	1	1	1	1	4	62
1	8	2016	1	1464	2	16	7	2	5	1	1	1	1	1	4	62
1	8	2015	1	1466	2	17	6	1	5	1	1	1	1	1	1	1
1	8	2015	2	1466	2	20	3	1	5	1	1	1	1	1	1	3
1	8	2013	1	1466	2	15	7	2	5	1	1	1	1	2	4	39
1	8	2015	1	1466	2	16	7	2	5	1	1	1	1	1	4	58
1	8	2015	1	1466	2	22	1	2	5	1	1	1	2	1	4	61
1	8	2014	1	1467	2	19	5	1	5	1	1	1	1	2	4	51
1	8	2014	1	1467	2	18	6	1	5	1	1	1	1	1	4	52
1	8	2016	1	1468	2	19	5	1	5	1	1	1	1	2	4	57
1	8	2016	1	1468	2	19	5	1	3	1	2	2	1	1	4	60
1	8	2016	1	1468	2	16	8	2	5	1	1	1	1	1	4	62
1	8	2013	1	1470	2	14	9	2	5	1	1	1	1	2	4	37
1	8	2013	1	1470	2	18	5	1	5	1	2	2	1	1	4	38
1	8	2013	1	1470	2	18	5	1	5	1	2	2	1	1	4	38
1	8	2013	1	1470	2	18	5	2	5	1	2	2	1	1	4	38
1	8	2013	1	1470	2	18	5	2	5	1	1	1	1	2	4	38
1	8	2013	1	1470	2	16	7	2	3	1	1	1	1	1	4	39
1	8	2013	1	1470	2	19	4	2	5	1	1	1	2	1	4	39
1	8	2015	1	1471	2	17	7	1	5	1	1	1	1	1	1	1
1	8	2015	1	1471	2	19	5	2	5	1	1	1	1	2	1	1
1	8	2015	1	1471	2	17	7	2	5	1	1	1	2	1	1	3
1	8	2015	1	1471	2	19	5	2	5	1	1	1	1	1	4	56
1	8	2015	1	1471	2	21	3	2	5	1	1	1	1	1	4	58
1	8	2015	1	1471	2	16	8	1	5	1	1	1	1	1	4	61
1	8	2015	1	1471	2	20	4	2	5	1	1	1	1	1	4	61
1	8	2015	1	1471	2	19	5	2	5	1	1	1	1	1	4	61
1	8	2016	1	1472	2	18	7	1	5	1	1	1	2	1	1	1
1	8	2016	1	1472	2	16	9	1	5	1	1	1	2	1	1	15
1	8	2016	1	1472	2	19	6	1	5	1	1	1	1	2	1	15
1	8	2014	1	1472	2	21	4	2	5	1	1	1	2	1	3	19
1	8	2014	1	1472	2	19	6	1	5	1	1	1	1	1	3	19
1	8	2014	1	1472	2	17	8	2	5	1	1	1	2	1	3	19
1	8	2014	1	1472	2	20	5	1	5	1	2	2	1	2	4	39
1	8	2013	1	1474	2	14	10	1	5	1	1	1	1	2	4	37
1	8	2013	1	1474	2	16	8	2	5	1	1	1	1	1	4	39
1	8	2015	1	1475	2	22	3	2	5	1	1	1	1	1	4	57
1	8	2015	1	1475	2	19	6	2	5	1	2	2	1	2	4	58
1	8	2014	1	1476	2	19	7	1	5	1	2	2	1	2	4	39
1	8	2014	1	1476	2	20	6	2	5	1	1	1	1	1	4	39
1	8	2014	1	1476	2	18	8	1	5	1	1	1	1	2	4	39
1	8	2014	1	1476	2	18	8	2	5	1	1	1	1	1	4	50
1	8	2014	1	1476	2	15	11	2	5	1	1	1	1	2	4	50
1	8	2014	1	1476	2	19	7	2	5	1	1	1	1	1	4	51
1	8	2014	1	1476	2	19	7	2	5	1	1	1	1	1	4	51
1	8	2014	1	1476	2	19	7	2	5	1	1	1	1	2	4	52
1	8	2016	1	1476	2	19	7	1	5	1	1	1	1	1	4	60
1	8	2016	1	1476	2	19	7	2	4	1	2	2	1	2	4	60
1	8	2016	1	1476	2	19	7	2	5	1	1	1	2	1	4	61
1	8	2016	2	1476	2	20	6	2	5	1	1	1	1	1	4	61
1	8	2016	1	1476	2	23	3	1	5	1	1	1	1	1	4	62
1	8	2013	1	1478	2	20	5	2	5	1	1	1	1	1	4	37
1	8	2013	1	1478	2	21	4	1	5	1	2	2	1	2	4	38
1	8	2013	1	1478	2	19	6	2	5	1	1	1	1	2	4	39
1	8	2015	1	1479	2	20	6	2	5	1	1	1	1	1	4	60
1	8	2015	1	1479	2	21	5	2	5	1	1	1	2	1	4	62
1	8	2015	1	1479	2	21	5	1	5	1	1	1	1	1	4	62
1	8	2016	1	1480	2	20	7	2	5	1	1	1	2	1	1	1
1	8	2014	1	1480	2	19	8	2	5	1	1	1	1	2	3	19
1	8	2014	1	1480	2	20	7	1	5	1	1	1	1	1	4	53
1	8	2016	1	1480	2	23	4	1	6	1	1	1	1	1	4	57
1	8	2016	1	1480	2	21	6	2	5	1	1	1	1	1	4	57
1	8	2016	1	1480	2	17	10	1	5	1	1	1	1	1	4	62
1	8	2013	1	1481	2	19	7	2	5	1	1	1	1	1	3	19
1	8	2013	1	1481	2	16	10	2	5	1	1	1	1	2	3	19
1	8	2013	1	1481	2	18	8	2	5	1	1	1	1	1	3	19
1	8	2013	1	1481	2	16	10	2	5	1	2	2	1	2	3	19
1	8	2013	1	1481	2	20	6	2	5	1	1	1	1	2	4	38
1	8	2015	1	1483	2	20	7	2	5	1	1	1	1	1	1	3
1	8	2015	1	1483	2	21	6	1	5	1	1	1	1	2	4	56
1	8	2015	1	1483	2	22	5	1	5	1	1	1	1	2	4	56
1	8	2015	1	1483	2	22	5	1	5	1	1	1	1	1	4	58
1	8	2015	1	1483	2	22	5	1	5	1	1	1	1	1	4	60
1	8	2016	1	1484	2	22	6	2	5	1	1	1	1	1	1	15
1	8	2014	1	1484	2	21	7	2	5	1	1	1	1	1	4	39
1	8	2014	1	1484	2	21	7	2	6	1	1	1	1	1	4	39
1	8	2014	1	1484	2	21	7	1	5	1	2	2	1	1	4	50
1	8	2016	1	1484	2	18	10	2	6	1	1	1	1	1	4	60
1	8	2013	1	1485	2	17	10	1	5	1	1	1	1	1	3	19
1	8	2013	1	1485	2	16	11	2	5	1	2	2	1	1	4	37
1	8	2013	1	1485	2	20	7	1	5	1	1	1	1	1	4	37
1	8	2013	1	1485	2	20	7	2	5	1	1	1	1	1	4	39
1	8	2013	1	1485	2	17	10	1	5	1	1	1	1	1	4	39
1	8	2015	1	1487	2	22	6	1	5	1	1	1	1	1	1	1
1	8	2016	1	1487	2	20	9	1	5	1	2	2	1	2	1	1
1	8	2016	1	1487	2	21	8	2	5	1	1	1	1	2	1	1
1	8	2016	1	1487	2	23	6	2	9	1	1	1	1	2	1	1
1	8	2016	1	1487	2	19	10	2	5	1	1	1	1	2	1	2
1	8	2016	1	1487	2	22	7	1	5	1	1	1	2	1	1	3
1	8	2015	2	1487	2	23	5	1	5	1	1	1	2	1	2	25
2	8	2013	1	1487	2	28	4	2	5	1	1	1	1	1	4	42
1	8	2015	1	1487	2	22	6	2	5	1	1	1	1	1	4	57
1	8	2016	1	1487	2	19	10	2	5	1	1	1	1	1	4	58
1	8	2015	1	1487	2	22	6	2	5	1	2	2	1	1	4	60
1	8	2016	1	1487	2	20	9	2	5	1	2	2	1	2	4	60
1	8	2015	1	1487	2	25	3	2	5	1	1	1	2	1	4	61
1	8	2015	1	1487	2	23	5	2	3	1	1	1	2	1	4	62
1	8	2014	1	1488	2	21	8	2	5	1	1	1	2	1	3	19
1	8	2014	1	1488	2	22	7	1	5	1	1	1	1	2	4	39
2	8	2014	1	1488	2	29	4	2	5	1	1	1	1	1	4	42
1	8	2014	1	1488	2	22	7	2	5	1	1	1	1	1	4	50
1	8	2014	1	1488	2	19	10	2	5	1	1	1	1	2	4	51
1	8	2014	1	1488	2	23	6	1	5	1	1	1	1	1	4	51
1	8	2014	1	1488	2	22	7	2	5	1	1	1	1	2	4	53
1	8	2013	1	1489	2	18	10	1	5	1	1	1	1	1	4	39
1	8	2013	1	1489	2	20	8	1	5	1	1	1	1	2	4	40
1	8	2013	1	1489	2	20	8	2	5	1	2	2	1	2	4	40
2	8	2013	1	1490	2	26	7	1	6	1	1	1	1	1	4	43
1	8	2016	1	1491	2	25	5	2	5	1	1	1	1	2	1	1
1	8	2016	1	1491	2	22	8	1	5	1	1	1	1	2	1	1
1	8	2016	2	1491	2	24	6	2	5	1	1	1	1	1	1	1
1	8	2015	2	1491	2	23	6	2	5	1	1	1	1	2	1	2
1	8	2016	1	1491	2	22	8	2	5	1	1	1	2	1	1	15
1	8	2015	1	1491	2	27	2	2	5	1	1	1	1	1	4	56
1	8	2015	1	1491	2	21	8	1	5	1	1	1	1	1	4	57
1	8	2015	1	1491	2	21	8	1	5	1	1	1	1	1	4	57
1	8	2015	1	1491	2	20	9	2	5	1	1	1	1	1	4	58
1	8	2015	1	1491	2	21	8	2	5	1	2	2	1	1	4	58
1	8	2016	1	1491	2	22	8	2	5	1	1	1	1	1	4	60
1	8	2015	1	1491	2	22	7	2	4	1	2	2	1	2	4	61
1	8	2016	1	1491	2	20	10	2	5	1	1	1	1	1	4	61
1	8	2016	1	1491	2	20	10	2	5	1	1	1	1	2	4	62
